moves,winners
9m3j9e7l11j6b10d2j7d7f5b12m2i10a8h12h12i3g12c3h5a11b1f12f4f13j13e13c5g12a6i3f13m3b8f11d2k2a11l10f1m11m13l1b3c9g8d4a4h2c1j5f1d3e1g1a3a8e10b2b11e9b4k8c6c10c10g9f9d13f7i10e11k4m4e12l5i4l10l4i13g11f5c13h13b2l1k1e13k8l10k6d2m13i7e2d8m8a8g4d6l5e12d4c12e8i11g11h7h2g11i6h1i3m10m4j6f2f9c8j3i2h7a4g6a7c5h5d13d9j1l5k4b8b9h12k5l5j6k12b6g5m3l8k11c,black
9m7e10b8h1e11i12l10f12f2e5k12a3k8e4f10i13a13k4m7g4l3f9h3m12g2b12c12m11j5i3j4k4g1f11a9c9e13l2f4a8f11h5h2j7i5g10d12j1j13b3c4e1c9b13g10c6h4h11l3g2k6c4c7h3a13j3l6j13i1i10k11k11b8a9g10g8k3b5b9i8g7c5d8c13f10e4d6e9a2i1d2c11d11e10h11g12b2g13c7k6l8m5l7a10j8b11m9j6a8l10m3d3i4j5f13m3e9d7f1m6g3h2m1k9f2h6i10a7l7m13d1b6f2l6m12i6k12e6b4i9l13e1a8d5e7j6d8i5c10l4b2a11f13h12k2d7b11c12d5j1h5m1g,black
5l1j5i8i10m12m4c4j13l7d1d8f9d3a3g10h2j7k8a6k11c9i4h12a1e5a6b8c13a4d10j4g9h13d11d12g5h10d9b10e11f3j10a9g1m2d6f13c2k10k1k4f4e6e9l3h8h4a8b3e13b1a10i6a1g11a2b10g10c6d2e7l9m3d3l11b7e9f9c13f1c8e6l7c6c1i9j7i12j13i12f12k11e12d12h8l5g7f1h12i9k11h8g5f12l4i4b3b5c13g4l3m7m6m5k6h7g11k7a11j2m2f1f4m2c5b8j5e2a3i10f1b1l5j6i13j11g4k12e2h12c3k10l6g11i13e5d6j5m7h2l2i9e13m10b9a7j2g8k8d11m12b3c,black
9b11m3k11e2m8h7j4l8e9g9l5j3i8f2e8l12i1k8j8m7i5h7c10g5l9j2f5a3d6j4b6f11k2c13f7f7e6i1c5c11f4m12j5d10d2j9d1e7d8i3h10m13k13d11c5b1j10e5k13a10k13j3e8c1f3a10a13i7a12a12l3g4c2i10l6c4j9k8g5e6l11g11a12d1i11d13e8d9h11b5g1d9c4h3m2d6g12g1m1a4f7l9a4e11l12c8a9e3b4a11j4i13h1g9m10c7m7b2k4k10i5i13m7h4d8b10h2b13b12f3c11i2h2a1l9i10f13g11h6h6m2g3l10j13l5f13c7k8k2l3f12b7g12h1h3j6k12e,white
8e4c11m13c13l3k6l4j8f9a7b9c4d6e1g11a13h10f13k1a7a6h13b12j7f12a7h9g9d9e10c11c3i5h7c5f13g2k11i2j5k3l8a7g6b5g7j2d11e10g6f7k5e3a13e5m4f1e7l7d10k3b2g8h1d9f9m12g6k3e8b8d10d3j6j4e11j12f3h10i5c8l13f1k4i3c9b13a4k8g3d11h2l9h1i7m6c5a1f4l4m4b13m2i12d9i12e2a10b11b7i12m9l8i12i4a2m2f3g11k5b13i1l5d11d12b10m8k3m12k1j6g8j2e5l12l10j2b1c6i10l11l1m3f13j10h10a12c1h12h6a5i11g8c8m1b4g9k6d,black
7a4c3i2b4d7f12a7h7j3e2j7k7l10i12h6g5k13g7c7d4f5g12i13h13c12m10a10g6h4a3b8d9j5c11j13j12e2c11l9i8k10h3l10f6f9c1d4j12d6d4g9f11d5l13m6j4l4b6i6e7b3d11f1e5m7g11g2l3g3c12g9k12f4e11i1g9g9b11e9e7e6l8b11c2h3h4m7m1j3k3a5j7i2g8g6b6k6m10k2m5e8e5b10j9l11m10c12b8j8f5h8h5a2d9h13e9m6c13l10d2a8m1b10b13a2i13d5i13k8c13b1f4i8i11b8l,white
5f7b9c6l4c4h10a8d4l2k6h1j3c9d7c11l13h4e3h1k11d9l3l11f9a10d2g6e11a10e6i3a10c6b7g2a4b4j13d5j11m5i12j2c12d13c1c8c13a6d2l12a9g9f3j8j11b11e9h8l2b7i3g6j5e3e4a8i7j9k3f12g5c10h2h4d11g7a8b4m1l3d11j11k8e1d3m8g7h2j6m9e7e12h5l7f12b13l5k1m2d6g11i12l8m12k2m7m4k8f1e8a12c11h9m8k9j5m9i2f12f12m6f5g1h5b11c5a4f3i10k7d10b10l5d13b10j2i13m7k10g13k1g4g3b10i2e1b10m6a6c,black
3e3l8b1l2h2i12b1h4f10c3h11g9g2b2m3k12f13e10g9j7g7c7j7f11k1j12a6g3b1i12c8g9h4c13g4l1d3c7l4h11d6b8e7h5g9d8c6d10k9a10i8d11c13a13j4j1m10a5h8f11l7d10d8k9b6h5b5c3d6k12l5m2e4i2c10e10l10b8m7k11b4g9c10j9f11a4m2j12d8a5j13c11m6i1b4d9m3j13b9k7a3m12e12h13m11i11f5d13l10h6c8i12g12j5i4k7b5a7i11h12k6f5k6e13h9i1a6j13k1g10f12i7e8l1c13i3g2d9l3f10m2k2g6m5l4a8h2f2l5f,white
4b10e9b13l3j9d11d1i3g2b11a6m12h10h12e9a10m5c12g3a7j5b10d11h3k4m10g13j9k12i7l9j2j2k3m5m9c8d7h5j2g9h2m11c10j8k7i4h5d3e10a3h5l10c13g13a13c8b5h1f5f5a12m5i1e11l12b4f6d7d8m8c12d8h6l13b10l13f3b6h11j4j4a11f9m1a8g12f9i10f6b11m8f12j8i7m7f3c9f12l4i1k2h11e4g8e7a2c10i13i10b1h7k2d1m7e8l7g9e9l13k11k6i4l1l11g6a6k1b6c13h1j5e5k4k6j7b1g11b2l4c3l1d6g6e10k3d2e,white
8g1a10k8d3c2a9g5j12j8h7e1h6h2c11k4i4h3m5h13j8e12b1c10b3g10d4j10h9d7f6j12g2m8f5k7c11a2d11l10g8k11m5f1b7b9b7k11g3k7i4b10j4k9c10i3a11c11f9k13f9i3l13l10f13g9j5a8c12e1d1g6d12k9f4g5d12d12c10m5l6i7j5b7g6g5i9e4e10a7h10c12a2i2j8b12h1m8m9h7a12m13k4a10l12f6l3j7m5c2b3e4m1k6c13i8a6k1f13a3f5e7l5m3d13c7d13b2e9m2k1l11b11d11h12i6b13m13h1j1i11j1e4c6m3i,black
1d13j4m2b13c3l8e4j8h3k7j12h13g2j9k5g4b8i3b9g1j5a5h10c7c9c9b10b3c12f9d2a10m7d9e8c8b5c7g13i11d13l3h6j8f4d2m8l4f4e8j6g4l6b3a11k4k7l10e9f12g1h1l10h11i11b11j7f2l9j5f11c9m5d3d10i3m11f12d13b2c1e12a12l5m12b1b10f6h13k4c8a1k11g10k3j4i7i13h6l12i2d10a6k6i7b2i7k12m11m9h5i11a1a6m1c12j6e8k3i1g2k5b5j2g4h4a6c2e5l7a8m10g13m7m4g3e11l5e8d8g2f13a12c12e1f10l9l13e3f12k3g,white
10c7b9m11c2m8m13b5d8g4k1c2c3j9g2d8k10b9k9c1j7c9b11a6f1e10h4b5i4i10d2i5g2j9f8f3d3k3f12k12g11f5k12b3a3e7d6i3i5c8l10l11h6g4a11l8a13l7h5l3m12h10e6b4h1f9l8b7i3c11b9i7g9d11d2f2e11k12d2a7k6e1h1k12m9j8c4c4g8e7a12i2b4e5j12e1g11e7j1a3b3g9e10f3l9a3h4m2g7f13k13g2k13j5e6h8i5a1m6d13i10j11g6j12a12f5b1d10k4d10m13c11i1b9h,white
8e7d7c5c1c7e13e6d7g2b9b5h4c12g6g12l10j12i6f13i1m1a6b7a1i3c2c9c11d5m8m11h2k9g11i9h9e7f12a9m10f12h12d1l12c8d4l9j11a12f7i10e10a12b12m8h11c7b3b8b13h1f9i13a10b10g2i6i11j2m1j6k5i11l1h3i10c1e3m11g4i7j12e3j5b10d13j4j13d2j7k7h10i8j6j8k13m2d13g3e13b4e3a5d13c6m11e12j1g8i5j4k8g9f11k8f4g6a8c13f1d9l11m13l2e8l1b5e6l7l7m4m10l4h4a6e10h3k5a8a13k2g5l2h4d11f3f2l3g6c,white
2c2b12f5a8f3j10l11j1e8l11e2i2a11c3g12g2g4j4f1f3k6j7e8i6i5k13g4c13a8m12e11g2j11a4h6c10g5h7i11l12c12h10j4a9l10c7g8j1d2k9d9b3c8d5i6m10d7l9j11k13j13b8h9g3l2e11m10i6k12k1b12b13l8b5f3i6e12l8e4k9c5c11f5g9f9i10e13i3e13h2h4m10f10a9h1g7j7d12d12j6f7h12i4i3h4e10k5j9a6g13d6l7f2d13k6h1c7m8g6b5l11h1k5b10h7b11d8k5d9e12m8c4g6a12a7k4b7c1l10b1i,black
9m13i9f9e4g5j6c9c7g7e13a4l12f4j9d8g4d8d4m13j5d2m2c8m10l9j13h3j10b12c7h5i10g3m6g11l2j11m8b4c12i2b5c10i10k9a9b12a7c8e1d10j2a4k12l6d3f3k3g3c5g8h1j1f6i8a6m9g13g10m1b1e5f12j11b1l12h7j10a13b5h6k10f4i8k6l11j5a10e11g1m3e2i3d8j11e10d7l3l12e4h11h6j10h11f4a13d12d4e8i10c2g7m8l13f9l12k2d11c13e11a9k8f3i4f3b2e5k1i2h12m3h6b13l1c7d5l11k1g6h6e7i11d6a8c1k6f5b5e2f,white
7h12d6k6g4m7i5j2j5b2l5m1h6c8b12e7e11f8g4d13a9m2a1d3g2m2b6i6d8l8m12m8h11e7a6e8e1m3j10m2i13h10a4g11m9e3l6m4k3h10f1i10d11a5g4e2c3k7l8d11c13f12j7j10b2h4l13d9d1e4j3i6f6h5l9f6b2e3c7g13g12c5i11b13c3m8c10c6j12i10h8a5c7d11k4f12a11g11l9b9j4c7f5f9k4b5d10j5h5k9c1c10k9l10i8i8k2d12g6l8f8j4i11h11i13j12l7m12b3d7b13e13i7c1k13l1j4h9g10g4a1f11j11d13k2f1a5e3e12k3b9h,black
9e2b6g12f9f3m13h7c1c9b3d8k10k9c12i4m10c13g5l10f5h7m4e4i10b9g12k4c5j6m9d12d12l12c13b11l11j7f3k2m8m3a5g1b1f6c6k10a1e13c6l7h2j12m12g8d11c3j5k1a1i11d5f4k8b1j3e7l12b11a9k7g9h7b12a10j7j13d13j5m4d4f6h11g11b2f10g11m5i6b8g7e13a6a11e13i11k9m2a4a11f2c1d8e12j4j12h4b8c13k7d5d6i2e2i3b5c5b1k9i3g10h7a10d3f3i3h9j2h13l5e2g8f4g7i12e8h,black
1d1c1j12b6b8d7c2c10b4k3m6h13f11b1e7j4b3a2d10l5i9h8c8b4f9i4c4i10c6j2j7m6a10h9c12k8g12a13j13i1i6k7f2m9e11c11j7l4l10i12m8e9m10d12l7g5c2b12h3d9d5j5g5h9l6e7k10m7i10k10e12c3j5e2g3f9g3k3g3l9a8f4d4a13g13a13k4g11g13m3i1a10a4j13c8h1b13b3b13l7d9b2i11m9f8k11e11k7e5f11a1g11i2f3c2e2h11f12d8a3e5a4h12e5k5l11l12i3h2k8i5m6c,black
3g13k7j12b9h3a3h8k8l4g12l7f1c11i9b9a1f11m4d13f2c8e4m8m4i3l10h6l13a9d3f9c7d8f11f13g1j7h8j4j2b2a12f10g13d1m13j6c13e9m7l10i5d6f3j9g4l8c2k6b3i13c9e11a5f2d12d10f10d12j12g10e9j13l6e9l9f11c1d11b11k5b1l12a6i11d7g5i8h12c13i7a10j11e5c13b12k5k3m6g10c11l1k8g4h5h4f8a11j8i13h4c1g2m9k4a3d8b7e1i10k3b3k9i2l11g12m10a2g1b8d7k10m10l13m10b5e6a7i5a2i7b5g2e2f6h5m5l5j1h3e12h12i4k,white
12m4i9b10g10h3e8a12a3g10b10e11c2c11k11a2d3c13g3d3a13b4f3k1a3h2b10a4k11m7k6h1g5k13j11j12c4h11d7e7a5e9c4m13c5g12h12g7j11h6c10f10l13l6l8f8i9k6f6k8k6g6d2k7g8m9d9a12k1h7c5c9g4e12f9f9j1d2e10j11e12j1c5h13d5l3i5j13h12d8l13e1i10c10d6b7f5i5f12e8c11i9e5m5b8j6m2j9h3b7i1k1f10i13m8e7m1l6i8b10m8g5a11l3f5d13k8d12b3m2a4d2f2i3j9m4b7b4l2h8h13f6e9l2g11g1e4a1j11f13a7h,black
10d6f8m3l10a8e10k11a7f2i1c6g7h10e2k8b9a2c4f8i12a2d13h8c3c7m1d7l4j11f9f5c7i11b2j3k6e5g13j9b13c13a9j13l4k7g12d3m8d7b12f4l4g2h9m13i3j11g1l11e11j4h1f5e12i9h6k10m5b8a11i2l7d3a2b10i7c9c5i6l11l10j10b8g11h11d4d10f1g11m2m8k6c5k8f1m3h6m13g3b12l9k8j9g3g12m3i1e7j1a10g4m9e6a7e12h1i6i10c5j3d12b12e5d12g6j5l3e13e4e3f7k8h8l5f1h6b2f6d6h2g13f10h4a4i1k11c10l12c,black
3d5g7c2b5i3h5j2k12k2j8c4g12d8i7i9i12a4b4e4i11b6h10l11m3f12m13e8b13l8e6m3a10f8k13c10j4m12h13m10h7h2c11i7g8f4k9f13a12j10g13h11a9m10b7l10d9d11l9j1h5k6k10c1e5e7f5c7d12l10e2i6i11e6g9b10a7j9g2h6c3j6d13k10m4d3k5h7a2m11c1d2g7e1m13g9e8j1b9l9k8d8g12e3m6l2f12f2d2e3l13d12c3c11h10i5l11j11k11d4a1j4j4f5a6b1l5f4l9a13j4c12i13b9c9h1i8l1f12g6e2l3i3g1g6a5b5d8a8m1k7b5m3e2a7k8h13f11f3b6f1a11g13i10k6j7m12b,black
13l13a11l7d3k8l3b11e5g8a3d13b11m2c10f1e12m3l4m5e6k8b3c10k4f2b11a6f9h7h9c10g10i9b5k7k13j6l3j9d2k7l5f11f8e12a5l12i8c5j11k5d3a6e1m8f4k9g12g10j10b5h6h12b10h6c4i1d2d7c7j9j12d1f4a6j2j5b13h4l10l9k10d3i13i2m6i8d9f8j5a10m6m2i8g4b11i8m4e7i1c7e4h11c5c2l13e9e3g13c7a3f12h1a7m1i11d4j4g11g12c2g9i7b11b10e6b10c2a3m7f6g13f12k9l12l8k8h8i1h12j13k12e13d1l,black
1d11d13i11m10l2b10f12i12b2m7c13j8e8b9g10c2c12k5j8g2j11h8f4d11g6j4e2d13l9d4j12d10k4h2a3m8j7k13d4i11i10i7j9l11e4c10g5e10j5l10b3a12l5i3b9a11a4k6g8h3h6d9c6a5f11b3e13c6c7a10e10d13g8i5g7l9h9m7e11l12c12j12a5m12e7g6h13a2e5k10m5c12m4b4g6f3l10a2g1e13e9b7h7d1k7m2l13b11j7b6k9j4m8m6b5a2i12f10h8d1j3f11k6e12h8a1m2h7f7i2k3j9k8k3d13k9f,black
3c11g10l11i3g7e3f13g12b10i4h7d2d2c13c8d7k4m8k13a11c4i12i9l1g11b12m3b9k1d9e13l11h5e7g13j10m2b11l4c4j12j12d11f11d12c4b11j6f3d2a12e6h9c9i4d1h5c5f9g1m7f6k8h12l12h10d1l4k10h13m2j7h10b7m6g5b12g1a6i3h1c4l2m9f5d9a10k3i9d10c13i8a7a1j5k5l4f8i5h11a3j6e11m1k5i2i5j5m4g7b1i11e6a13f12k10e8f6j7i8m4a3k8l12a6m5a10a2h9j2g13b9h7l10g6l3l1b10f4e8b6c9m12f13k3e8j2k3m6d7j8g13d13h6b9b7c2l,white
2j2c10b6j3a12a1h7k8h13j1d11i3c5k9l3k2i9e7l8l8m6a10i7j1m1f6g4k1j13c5f4c12b5d8f12f7i2g11a11b12g10j4h11l8i13i2d2b5j6c9i7h6i5h9b11d2h10c10d2k1e9c13d2m8d8b3i12l12d8j11e8k12c9m13l3l3h11h7m10f4g8a4i7f10h7e12h4d9f13h3f1a1g11m9g3m4l12m1l13f10g7c1b5b10e3e10a8c7g11c5l6d12i7b10k7d4e12e11j8e1i3d5e2f3j6f9j5i13b6l6k13g1c10l10m5g12j5a11g2e9d11f5c3g6b4f4m6m3b9h4b4j,white
4j6e7f8h11l2d4i12a10f2a10a9f3l9a10d10c10b2i11a11c4d6g6h7b6j12b1m5e5l9h7g8l11m1g7l12m7d7h5f5d13h11j8f11b13b13d3d7m1j12h12j4e11f3a13a4f5c9c4g8e12c2e1l7e9g6d1i12f13j4k2k10e9b6k8i6a3g3f12d9d1h8a9l8b1c4a13g13c7a6b7i6i13l5i3c9e13e11k10j6f10i2c13m11d2h8d5k6l10l10m8c1a12e13k8m9i5b3b3k8g13i9j11e5h1e1d5a8j4b4c4l10h4m6m2m12i6c3m10k1f2g7c9k3e11g1b5m2j2f1k7j3i9m11h8k12g3j13f5j12l2l4h12k5g10g7k,white
3f6e8j6a2c7i13l1d9b9j7m10j12c2b11g3a11l13j5d8c5c13a7f3h8k12m8h3b12d13b6h12g13e9h1i12a1k5b5j6b3m10f13h7h13m8g3e7e13g7j11b9k7g3c8e4d5e8f8d12f11f2e8l8i10c11a11i11c6l5a3i7d9c6m3j10e1e4j10d9e7b12b6c12e11m11d2a9l2j5k4g3g5f11e10l11j9f4h2d1a8a1f5h4b4a10i1m12h8m13i13c12l2i7k2k4k4m10h4l13f6g10b5l4f12j12i9m3l6k1c4c7c1j5g1h10k7a2l1b5i9g13d6j10a6i12k,white
3k13f9k2a2c4d9b6i1m9l13i13k1a8k5k13c12m11c2j2b9d10a7j4h12f7d8h11d4i8c7e13a10c11g1d1f5i8f13b3j1b12b10k5a4a10b5g5e3m6c9h12d4e11m12g7h13d10e9g1h6f6l6j3a8b2d11f10i12l5b3i8m11b11j5h8g11l13j2k7a1j3h4g2g8j8l5l13m6d7c4k10j4f12i11e8e5m9m11h7b5j2h7k12a12e2i3c3b8d5d3f6g1i8i10l9e7g6h5c10d1l10f4c2e2f10g8a11k13e12h7f10h4l3e4j13h1g13g3g3d4m12j11i6a2l9i9f6e3l6b5f1e2m11a12k7l6m9a1k13l,white
12h8b7h10i9e8g8m5f4h3e2j13j11b9i2l10h12k3a10l8j12m9g7a11a9f2a11c10d2b6d11d6i1d7d10k11f13c7m12l5c1g4e7j12d2c5g11j4k3h7k13i9h8e7g6j9c4f7e1a9b7f5e9d10j1i8a3d10f10b5d12a13h6c8f6e13g5l5i3j4j1h12i10c10e11l6l9a6k5b12e4g9m2e3g4l6h2k13k4d3k7b6f13d6g2i7c3b11m8d11g8k8l11i12b7l13e12j8c6b2f10g2d11e1m5k4i3m3i1c13f1k13l5j12f3c6m,white
8c2g12a11c2j13m9d3l9k2b9f11h8m10c4l5c5k13j1i7g1d9l2i11j3b3d5h7i4k1m13d11b7j10h12m9j6j7d8j3g7m11f12e8f5g12l8g4a8k12d3f7e9e4j6f10d12g8e1l13i1g12c1k3a13f9h13a4e2c10f4m3e9i9b1j8i3k6k8a3j6i6m10i10j7f13e11i9a12b2a10a4f4i7h3i7a4c6d4h2m7c13g5j7k9g4b6l2d11a6a8l11l7l1a3h5i2f1e4g12h3m6g5f8d8b5a10g2h5m6b11k10e3c10l13h12j12i5e4d5d12k13c5b2e1f13k6e10k2k,black
12m3m8f9d6h11e4l12g9f7c2g9i3e7i1f3k7k4k1d5d13i9m4c11j13a2b8m12b13e8l3d5c3i12a10b6j4b2k10e3l13m9l7j2c10a10f5k5j13c3h4j1a7g9h6g8d5f3c11k7e10l1e8b12c11c4m9k2j6l7d6c5a1b10c1j4f1c6i13k9b6e10j13h12f5g8e12l11g1g9c10i10m4e10k10h12j13d8h7f7m13b6f9e2d5b12i7b8j3f6d10g12h9a11m11b8g11a13l6b3j9j5i12k6m2i10d4i5e2a8k1m11f13j12e1l6k5h4g1i11h2m2f1k8a8c6a4d7l7h4h3b5m3a5l11l1h4a3g12d8i13g2l13f7a9g11i2h2e11d,black
10m11b4g9m10k5j2j2g11j2a3g8m1g12a3k11h10f2h13d11k9k13c9c11d11a10h13h7e13a4k5h8i12l10d2c10l1d2d4j7g8e9i6b6e12j7a13k2b1j5c8k1l11c3d1b4e8d7c5f13i9a1m8g7l5m8j11f1e2m1f10b6i9g5g1a4i12k11m13b12i13l7j2k6d4c3j5k7h6k10e12h6c6g1k4f5d7i10c5e7k4d5a9b9j4b6h12d6a7f4a7m8b3c3f8f7b8c3e8l11e13m6l6f9d4m12e4h12f2i9h13e8a12m12g3b9f11i10g3l1h10a12c8h11l6j5b11g10j12b2e9e3m13f5i6m10i3i3h1c1i2f7d13j4l9l13g3a2l5l,black
13e13a11m4m11i7f9l5h10a8h4i5m7g2c8b10j4b3l10i12a12h7h4c10k11j12m4h8k2d1k5l8d9d6g8i6h7c6b9m2m11a8e9b6k3h3e5k6m2e5c6d2f1l3b5i10m7k6e13j10g13b10c9f13g1m4a4k9i1g13f12b9k13l6j7a7i2k4l3c13d12g1i12j6i6l2g9e10l9h9c10f11b1e2b12i13c2a7m6f5j3g11d3k2j11l3f1a7e10d12e7b4d2i4e8c5e8l6c12c10b1h3j5a12f7j9a13i12k11f5d13m8f4f8m3d1c2l5g1d10e7l1f8j3a5b9j4g4j9g8g11h10h11e11c5f13h12d,black
5f2a12j10c7f11j10k3a9m9d2j12a6c7c2k6h2d6k9f12c3b10i12e3f13g2b7h9i10e1b9g11e3j7l7j8b11c6j5i3m2c5l6l4m12m4i13a7k11a10a4f9l3g3d5h10d12l6d10j8l12k13h1d9j11l6i1i11h3c4a7i11g12d8f8a6m1e10g4l11i12h7e5b5j8k9b2m10m13e10h2i8m10b12i1g9e5e13i8d10l8h2h1m1f8g8c11d8j4j6g11m12b13m5k11k10f3h6b7d2l7m4e6e11f5g5m8i9h3l1a1k3e13l5c4c6f13j7g11b3k3i2e13c2f4d1h13d4g4h13b12f4b1c7a4k13f1l8e1j12g2g5a7b5d9a13k6a9k9c,black
8f8d3g4b5e1f5k11k7h2b11c10h9m10d10j4j8k11g9e8m4g2d8e7i2k12b6l5m3f5d13h7k10l6g7j1c9g12a7l5c12m13j10c8g13d8c8h3m2c10i10f8l4e1h2m6e9f9h6h7d11m6k1j8i7g4i5f2h3b2g9j3k1d9l12c13l6j13g4k5i6d12d10k3d4m2e11i12j13c6b13f9b13b13i5a12h1i12e11f2a4d4h12i3j11e9a9k5h8b1k3e10b5j13e1l7m5b4c13a12k11h2i9i7e7f12l10m11j10g6f3i12f3c9c1b8j2l4a6m3l,white
3f12c12m12e11b2i6c8d5i13a13k3k3l5f3g11e12g7c2c2d6e2b1c2f6d11g1d8f8c10e4g7k1m5m13e4d6h1i2e11l11c9k10h10l12b8k9h7f5c10i8a4j9m9f9d6f2l10k13g3a10d9g5d4i6i10c8h11i12d2a4c12i7j11m12f7i13h4h10a9a3i3b5l6m11j5b9i11f13m5j8e9b1e8m12k9e8b8i7l7a4b1h5e4m6j7e13l2j2g3d2k10g12l11d7b12j11k4a8l10b6k6b6l2h8g8j13f4f1a5k3h2m9l9j10f13c13i9c4k5a12a5h1k3e3m1g7m11a3c4l13d7h3j1b11h7d1j7g,white
10c8a12c8c13g6i6d4c12e6f2k7e2c3c10a2b11a4e7j5h7c10l4d12f12d10b10e7d11i1l11h8l10d13h3a5e12h10h5j4k13c5k13f2e1m6a9i12j3g5c2j2l13j12m1f13k8g4g9j9a8j9b3h13i4h8f1i6j13d8i5g6g12a9c1d13a2a3j11d10m3e13l4j10f5d10g8b11b6h4m5f4i6b2h11l7g8k9h9m7m3m7f7l5b8m10j12l4l8d2i3i2d7h6m6e5i,white
11b11g3d8m12l2b11l6j9g5c9m11h6h7b8e11k5i7f6g13e7g7j6k8h8l7c7i1m12d9c8k10m13h7k2d7m6d8c8f12h13a10e9f9b3j9h13k1i8b8d11c10a9k10l3m11j13g13i1b9l12m3a6e12i1f4g10c10i13l13j8i4j1a5l1l1h8j7h2a10g7a5d2h4f2j12e1g6m12c3k6i10d9i6f10b10h13d12b4d5j5e4l1d1j8a3l4e3g10j3f10f9a4c4b2c13f4k7d5f12f6c6l7l5h11d13b5k13c4h2m1k12k7e3b11m11i9e9j11f1e11a2f9d,black
10b5e3k3l2d10c13i4c7h2b8e10d9m8k7d4m5f5c9k2l1m13j7l3h12a6c6l5i5d1i4f8d3b11b5m2c8m9d10m7f7c9f10e11d5g4h1d11f2g11e2m8f13c12i13f10h9i10a13e1h2f11c4k3g12j5k6j4a12m11k12f2j11l11m13m2a13g9b7e2k6f4b5j10g3d11h12l13d12c6a6k9j7b6b9g9h2i13a13k13b13l6e6d8h10j1f1g7g9l5h11j8i3j12b1j5b2h5a10f9a3a11g7a12d1l1k8c13h10l6m8a8b3i3m7m,black
8b8c2c11d12f2d13a1m13g3k8m9a10j5e5h7d2b4k9f1i9e6e8h10d9d10a2j4l3m12h12m2m11m7m13m12c8k13j6l4m2i11g10k2a10e4f4g10c8g9k6c3l11c13l7k9j13d7b3d2h10h10l13k11b1j9b6j12b2k7i6h7l10f13f9c11i1c5f3h12j5k1e3a11l11a9m5g1b8i8f10g3e6f12e10i5i9g4a8a6g1a4i1l4b1f3f4e4c8e12k11f7f12i5d1g1d12a5c9l7h9h13h6i4d13c7c8d7j4h3g6d2e13i13e7e7a1k12l3j11h2l10m8l2g8j6m13b5m2f5a3c12g6k1h3b3i11k7g9i11j6a5j11e5b10b,black
6g10f5k10g4g6k7c7k13g7l9b3m13k5g3k1a3g12f9h2e13m9c11k8b10k11j12b4h2j8j8f7d2h9a12j1m2b4l5j3i9k7j4b3a12i8c3c11i10d3l12a4c1d5i4k4d5c12m5h6e10m7e5d12g7g10c9d12d11c8m2c2d8a12e11a6c12l13i1c6j10i13a7m13h8i6i6f4f13l8g2m11g10e9e9j6h2g2f8k9m4i8d1e4m3j13b13c12h4a2a4e5l2i3h9f4j13d10j5b10l2l7b3e6l6m5e13f3f11d13j11b12k11l9l10h11e1k11m7h13e1j5f8e6b7f10b1i5m1h6d3d11h12c,black
10d13b4e3k2b8c13i12a8m11f9l7i7l2a8d12j11e9k7j2e9b6f4l4c4k10i3i1i7e13j3g12m12l2d1b2j4m3e1g6j4d8a12k4g5m11g9f9c2k13f11a9e12d2h10m11h8f10j5e7m3l10e1m13a5g7d1l5j7c13e12h7b3c12b12c7f13l3b12i4h8g13c12e1e10g13g2l2i4i6k9d5c6g1f11c7h8e11b8l9a6l6c3m1h13d7g12g6i5l9i7k5i3j10k2m2f8j1k8k9g3a6a6m12f10a7a5d9h10b1c6d8h2c6b1a13h13m6h3d2g10l13k6e,black
9f1h6i9j9i10f8e7d9l7k7c10d6c4b10b2j9m6g8c8l4i2b2c3a12a8g4e2d10m12j7i4c10j8k11f11m12i5l3b11i9h10a2e10g13b2k10l3i9g6k5b4a8d6h5h13i8m11b11a11c13g11l8h13a2g12b9k5j8a5g3g12f13c5i5c8f13d10e3k12m8j5f9e10k12g1j2i6f5a3m13k7j3l13j3h10c5k3c12c11k1i7m1f7a5e8i6b9a13h3f1g2f7e4j1c4g7h3e12h9d1d1l12k13e11e11h4d6m6d9b5d11j10h4m3d11d12l2h6l1e13l2l2a4k7g12d1a7f11g,black
10a5j9f13i3l11g9m12k6k6g4h10c2h3a13g10m3g11i6l13f9g1m6i7g7i8m10b4c10j8g13l8f7h5i13e3f13d4d1d8i8h10e12l6c7f8b13h12g11c7e1e9c7m7d6h3k9k12f11a8a13c10l4j7b1l11h1c9e6j6a3d10k4i8l13a1a8d5g2m11k12m5c11j9i1j3i11l10d11d2c12j13m5e2g9b4f12c12b2i9d6e10h4k10f5f4a13k7l8e12i8j8k7c6m12h13b3c7k6f9l8c3e11b9a5h5m4e2j4m2e3m6b10g3b2f13j9h10i4l5b5l2b11f5a1h4g4b12e7a12d9j2d3h5k6d1g1b1f5d12a11m3j11e,black
3d5c4g10c9k3a2e4j6k2c12a10j8b12k9m2b7l6i10e8f3h5j6l10l9d4i8i7c13h12c7b10m6m12h8h7m13d10f1e4k4c9g8l13a1m7f10g13j9f4a10a2l7e9c11a7g8g8a6j3g10d11j4e12g9j9b13g8e12b4m11b12f13m13f5l8k6d11d2j8m8j4d4b13l9e11h11f9a5f11l13c1h7d8d3j9i4f7k9h11g2f7j2i3m3f1i9l1a3c5i12l12j12d5d1c3k13b5a10i10h13k11e7h2h12e13e5k1j2m2k1b6g5g2d7i4h7a3i11i6e1g12m10k10b6h12i3l4l1d11m6a1l6c5m5e3b8c1k11c5h,white
