moves,winners
1a8g13c2c2b12b12a12c3a3j1m3k2m2k3i2l3m12l13b1h13a1l2j1i1j4i1k12d13d12e2a6e8f8e5a4h4b4a6d4d1b1d1e1f4g2h2d3h2g1g13m5k4m3g4k3e4c5e3d5c4e11d3b10d3f4j2f2i7a6c5d9e10e9d11e11g12f11h13g10g10f9f13h6a12g7c8a7e5f5g7g6f6h10i10h12m6j13j6i12j13k12k11f13l13f10m7f13e9g9i7h1c8i9h8h7i11m3c8j11j7j11k12i6k9m5m9c8c11c10b10a10c11b8d8b11a5l7b7d6g6b7k6m8m9k7l8k7m5j9a10j11l9b9j10l11i8l9l6l13i10k12h3l,black
1a8g13c2c2b12b12a12c3a3j1m3k2m2k3i2l3m12l13b1h13a1l2j1i1j4i1k12d13d12e2a6e8f8e5a4h4b4a6d4d1b1d1e1f4g2h2d3h2g1g13m5k4m3g4k3e4c5e3d5c4e11d3b10d3f4j2f2i7a6c5d9e10e9d11e11g12f11h13g10g10f9f13h6a12g7c8a7e5f5g7g6f6h10i10h12m6j13j6i12j13k12k11f13l13f10m7f13e9g9i7h1c8i9h8h7i11m3c8j11j7j11k12i6k9m5m9c8c11c10b10a10c11b8d8b11a5l7b7d6g6b7k6m8m9k7l8k7m5j9a10j11l9b9j10l11i8l9l6l13i10k12h3l,black
8m8g2m9j4d11h11i11c4e6a2h8l2i7k1g5d3f13f3g7m5e7a1j6h3i13i1k7d8a9c6d11m9m5j12m10m6c12d9a3b3c9i2d8j2e5c2f10b1c6j1b1a2a3h7c3d8h12j7e12f6e9b13e10g7b11d8d9e10e10h9d10i5h2c4i4m10d1h4c10k12l9k5m7g6g12a6b4b6i11g5i8k10j2l9f12k12e12g8f13g13m8i7j2b13k11e10l1e11k11a1d6m11b6f13a10a2g9g13j13l11f7l13c12b12c5f7f13b10c13d5g2k1f8b4h10f,white
8m13i11i2c3b3a3c8a2m2l3e9b1e5h4g2j3l5b3k11f2i12h6a4h4f9f2h7d1j6c1g4m3g8j3i11m4j9d12m1l6e11h9m7h11g1i10h7a6g2a4d13c4e13d12d10m2d10c9e7b3f13a8f1c11d5a12b5j5f4l5m13k5g9a8h1m10d4i9j10f12e4a9i3j7i12l2e11c5c13f6b13h1f7m7e10j8l5i8k6h6i9k10l8c6d10k12i11l11k5l8g7l13g4b10i10g7c7j5k5d12c7f6j13e12f11e8i3m1a6k10b8b9c8e12k10a1k10e9g6f8d2f12g11j11a2b12j7k1b12a7g,black
8m6f2m1a10h4j10a4a10i4g2f11b2g4k1e7f1h13b3g4c1i12e3e6k4e5h4b6c4d5k4f1b1d5a5b10j7l3k1j7e8e13d2c9e8d2a5f1f6d7c3c3i7d3d4h13a4i11i5g3j2j10e1m13c5d8g11e8k7m3m5i13h1l11c6h8b12i10d12c13m12m9l12d7i6i12b10b10k2i5c2b13g12h12l10m10f5m13e5l9j10g11m9i8l11f9a9c2h8c9d11a9k9h7g6g13f8i2l8h1g3h6e2k2e5j3b4m3a7h12j11j12f12g7k6a11d13i7j9f11k10c10l8a7b11g,black
8m11i2m5d2d13h2e4l1c5f1f9k1g5j3e8i7i3f2h4j3g13m2i8l1j2k1b1k1m5e3i13l4h9i12m11l4i5i4k7j2l12f9m10c4f4b10a1a6m9f10f6e2a12c11b3b5a13c10e2b3a3l3k13f13e4d12d9b6g5m10g3h4e2j5k5l11d13k11c11k11m10k10h13i12g8k7e6j9a7h8b12l8c3j7d11j6l3d8e7a9g12b9j12h13j2f12i3m9c10l12j7l6h8f12k13b7g6b9l13g11a1l10m9h9d5g8g10i8d4c3c2g8j8a13d7m11h6c10j1i8h6a11f4a7f6d1d12e6f4g7c5h,white
8m13d2m11i2h11j2i13m1g5m1j2g3i4l1k6c3g13k3f2c3b8k3c4h4e6d4d6g5e11c2l7m4a13h1d2b6e12i11h12a11e12m2a12b1b8j12f11f6m4c5c8c1c13g7d8d5b9c2f10b8g6f3m9k10h6l1m8h10a9f10j3e8e7c4i13i10g12d8i9i7i10l5i9m6h2d13c1l7e13j12c10f12g2e7g5d10m3j1a4k6j8l7h8f7k8a9d4m6k3a7a4g11d13b10c5l10k11k11b5a10e3k11a12j9j2k12k7l1f2j13l6a13e12e9e,black
1a10b13c2m13a3a4a5c5a9b10a3e12a9d12c8c8b7a6c1c1b6a3c7c2a4b3d6d8d10d5d5f10c3m9a3j7b4j7d8g9f10h12d12m11d6m13m2l6e6j6i6k5e5m4m7i8f10g10f4f2b3b4c13e13d13h13g2d12h13l13b11h11b7h7g10i12l9m4e6f3f4d2c2e5g1f4i5h1g2f5l2k3i11l1h1d5j1m6l5k4k2i2h4l2j1j3l12g11g11f4h3h3g8e1k4g9h5i8i9i11i1l9k13j13k11k11j10k7k7j12f13i8m8k9j11m12i9g7f10m1i6g10e11c13f12e8l7l10l12k12j9l10j8j3k6h8h1e5b7e6b9c11e12b9e7m11a,black
1a10b13c2m13a3a4a5c5a9b10a3e12a9d12c8c8b7a6c1c1b6a3c7c2a4b3d6d8d10d5d5f10c3m9a3j7b4j7d8g9f10h12d12m11d6m13m2l6e6j6i6k5e5m4m7i8f10g10f4f2b3b4c13e13d13h13g2d12h13l13b11h11b7h7g10i12l9m4e6f3f4d2c2e5g1f4i5h1g2f5l2k3i11l1h1d5j1m6l5k4k2i2h4l2j1j3l12g11g11f4h3h3g8e1k4g9h5i8i9i11i1l9k13j13k11k11j10k7k7j12f13i8m8k9j11m12i9g7f10m1i6g10e11c13f12e8l7l10l12k12j9l10j8j3k6h8h1e5b7e6b9c11e12b9e7m11a,black
1a10b13c2m13a3a4a5c5a9b10a3e12a9d12c8c8b7a6c1c1b6a3c7c2a4b3d6d8d10d5d5f10c3m9a3j7b4j7d8g9f10h12d12m11d6m13m2l6e6j6i6k5e5m4m7i8f10g10f4f2b3b4c13e13d13h13g2d12h13l13b11h11b7h7g10i12l9m4e6f3f4d2c2e5g1f4i5h1g2f5l2k3i11l1h1d5j1m6l5k4k2i2h4l2j1j3l12g11g11f4h3h3g8e1k4g9h5i8i9i11i1l9k13j13k11k11j10k7k7j12f13i8m8k9j11m12i9g7f10m1i6g10e11c13f12e8l7l10l12k12j9l10j8j3k6h8h1e5b7e6b9c11e12b9e7m11a,black
1a10b13c2m13a3a4a5c5a9b10a3e12a9d12c8c8b7a6c1c1b6a3c7c2a4b3d6d8d10d5d5f10c3m9a3j7b4j7d8g9f10h12d12m11d6m13m2l6e6j6i6k5e5m4m7i8f10g10f4f2b3b4c13e13d13h13g2d12h13l13b11h11b7h7g10i12l9m4e6f3f4d2c2e5g1f4i5h1g2f5l2k3i11l1h1d5j1m6l5k4k2i2h4l2j1j3l12g11g11f4h3h3g8e1k4g9h5i8i9i11i1l9k13j13k11k11j10k7k7j12f13i8m8k9j11m12i9g7f10m1i6g10e11c13f12e8l7l10l12k12j9l10j8j3k6h8h1e5b7e6b9c11e12b9e7m11a,black
1a10b13c2m13a3a4a5c5a9b10a3e12a9d12c8c8b7a6c1c1b6a3c7c2a4b3d6d8d10d5d5f10c3m9a3j7b4j7d8g9f10h12d12m11d6m13m2l6e6j6i6k5e5m4m7i8f10g10f4f2b3b4c13e13d13h13g2d12h13l13b11h11b7h7g10i12l9m4e6f3f4d2c2e5g1f4i5h1g2f5l2k3i11l1h1d5j1m6l5k4k2i2h4l2j1j3l12g11g11f4h3h3g8e1k4g9h5i8i9i11i1l9k13j13k11k11j10k7k7j12f13i8m8k9j11m12i9g7f10m1i6g10e11c13f12e8l7l10l12k12j9l10j8j3k6h8h1e5b7e6b9c11e12b9e7m11a,black
10h3j11i5k3g7j6l8i3l2i6m12h12f4k7i10f13g13f13c13b11d5e9j7e7c13l3f12d12c3i2e11f11b2h12l3k1l5d4f3m5g8f1m6b4a5b4c3b1g10a6c8e4e3e2l1j5h1c6i9h10j5l2k9b1d1i4i2d2c11h8a9l9k7a3h11e10c8l7l11l10k10e7m6j9d12e7b8k8d7g6f13h11g7k5a9e2j9f10g9c11a1a2a11k4b12i8b1e3d3c6a2m12j10b13k12b1f4m5f2g5c6h8g2f13a4d11j4j12a8c4l7h6d9i6k10d5j2b7d,black
10h3b11i3d3h11a12d2h5h10f11e1c1j12a2f2g11h3a4f4j4b1k4d3l2i8k1l2k3j7h5g4m5i11j4a8i9j13e13g6b5a8d9g7d8b12b10c4g2d11l4h3f6d3g7j8h5f9d10b10a13l11d8c12c2a4c5d8g9b12j11f12i11c1h4i7g6e6g10l9l1b13c4l9i13d11g13a1f12h7m9c6k7k5c7e12e9f1i1g3e6l5b10k7l5k13b10d12g9h13k13i10i10g9e6a12k6c3i13j2b10m5l6i5m13m3k1m7f6j12f8e9a11b5j13f4e6h7i6f3c2c5e8a1a7b8j13h10j12m8l9m8f3m12l2m10e,white
10h4j3i1b11i3b2h7e11h6g2g11f10f13l9e4k1k9i1l12d13e8l12c10a12b12m11a1h9b11b2b8f10l13b10e1i1m6l7m8e7l4i8k4e9k2a3a7i9l13i13m12i8j5c6d2d4c2k6e1c5g13f2m2i7h4d6i8g5e12e3g6m2f13h1d11d12f2l13d12l5d1f3e9c13g11l2j1a3k1g2e3c4b5f6c12j5i4h5j13a9a3j3l8a3h11g7g3d7k8i6k7j12g10g5l6b6a11m12k1j10b6f9h8c10d10m8b3f7f4a9g5m12a6j4l2c7d9d8h5k8d4f10c9m8m7c7b5a10j,black
10h10e11i4j3i12a2h2j10f3k4i12l1e11j6g1m1f9i12f5g13j11h13g12b13i2e1d9f8e2b7d7m13m8j3b8i6j6c4l11m3h8a4a12g13d9c12h7k6k9e8d6l11g3f2i4m4h13c11d5e2m7e6f12i7h2a8h8l11e9h11b5f12c9d8b5m10a8f13e2f4e12m13b9l9k4b3m9b5b8c3d1j10c12d1i9j7a12k13l1k3j7f2k5h1l5j6i7j3l13k5l10j10k5i7g13h11l11a6h6d12j3a4f7i13a10g9g5c4g13f1a2c1c7l9a6b7c11c1b10i6e4d2d7b10m10l9m4c3e6a3c11f3g1g5d5a4k12e11k1h8m2l,white
10h13e12e1c12d4m3g8m11i11m2e7d2a11e10e8c10d6b9a3c2c1e3f8f5b2f6g9d13g7f3e4l1f3b4b7a9g3d4a1d4c10j8j4e2d6d4d11d12c5j11a9i6i3h9f11c10c2h2g1l13a9e11b10f11h2l1m8e2m7c6a9h7b13j7g12h12j13l12m9m7e6k7k3j7l5g12i12k11k1h8k13c11g8d5d8l9k2k12a10l9j8i5h13k13i7m4f5c6j1j7h1k6e2i6c5k4g3k5a5e8h1a5f10i7j6f11j10g7i1g3a12b11f3l1i12l2j10a3i5l4i5i10k4h9l8g6m1b13d4k9c8b12f13f10m3m12g13h13m5m8a9b,white
1a12c12b11c13c9g12a6c7a4e13a3f5a4b4a13k12m11m13b11b13m7m13l10f10e11d12e8m12d9e9f10g13d11e4d2c2b7f2a1b2e4i3a13j4h3i8l3d4f5g2d10m3c6a3e6d5f6h6i12j8h7j8j9m6j6g4g7g6f8f8e8d5h5m6b1c1e2h5d3b3g6l4c11f2f5e7d13g12g9i13f10i2g10b3h1k1m11k1j4l11j8g10h11l5l2l4k1i5i7k6k10d9k5k2i1h9d12l12k13i12f7i7l5j9h11g9j10j9l11i13h2k3m8k2j10c11a9a10l1f10k7b7c12i6e9c7e13e5c8a10a9b7h4j4m8c6m1l3l3k3j11h,white
1a12c12b11c13c9g12a6c7a4e13a3f5a4b4a13k12m11m13b11b13m7m13l10f10e11d12e8m12d9e9f10g13d11e4d2c2b7f2a1b2e4i3a13j4h3i8l3d4f5g2d10m3c6a3e6d5f6h6i12j8h7j8j9m6j6g4g7g6f8f8e8d5h5m6b1c1e2h5d3b3g6l4c11f2f5e7d13g12g9i13f10i2g10b3h1k1m11k1j4l11j8g10h11l5l2l4k1i5i7k6k10d9k5k2i1h9d12l12k13i12f7i7l5j9h11g9j10j9l11i13h2k3m8k2j10c11a9a10l1f10k7b7c12i6e9c7e13e5c8a10a9b7h4j4m8c6m1l3l3k3j11h,white
1a12c12b11c13c9g12a6c7a4e13a3f5a4b4a13k12m11m13b11b13m7m13l10f10e11d12e8m12d9e9f10g13d11e4d2c2b7f2a1b2e4i3a13j4h3i8l3d4f5g2d10m3c6a3e6d5f6h6i12j8h7j8j9m6j6g4g7g6f8f8e8d5h5m6b1c1e2h5d3b3g6l4c11f2f5e7d13g12g9i13f10i2g10b3h1k1m11k1j4l11j8g10h11l5l2l4k1i5i7k6k10d9k5k2i1h9d12l12k13i12f7i7l5j9h11g9j10j9l11i13h2k3m8k2j10c11a9a10l1f10k7b7c12i6e9c7e13e5c8a10a9b7h4j4m8c6m1l3l3k3j11h,white
1a12c12b11c13c9g12a6c7a4e13a3f5a4b4a13k12m11m13b11b13m7m13l10f10e11d12e8m12d9e9f10g13d11e4d2c2b7f2a1b2e4i3a13j4h3i8l3d4f5g2d10m3c6a3e6d5f6h6i12j8h7j8j9m6j6g4g7g6f8f8e8d5h5m6b1c1e2h5d3b3g6l4c11f2f5e7d13g12g9i13f10i2g10b3h1k1m11k1j4l11j8g10h11l5l2l4k1i5i7k6k10d9k5k2i1h9d12l12k13i12f7i7l5j9h11g9j10j9l11i13h2k3m8k2j10c11a9a10l1f10k7b7c12i6e9c7e13e5c8a10a9b7h4j4m8c6m1l3l3k3j11h,white
1a12c12b11c13c9g12a6c7a4e13a3f5a4b4a13k12m11m13b11b13m7m13l10f10e11d12e8m12d9e9f10g13d11e4d2c2b7f2a1b2e4i3a13j4h3i8l3d4f5g2d10m3c6a3e6d5f6h6i12j8h7j8j9m6j6g4g7g6f8f8e8d5h5m6b1c1e2h5d3b3g6l4c11f2f5e7d13g12g9i13f10i2g10b3h1k1m11k1j4l11j8g10h11l5l2l4k1i5i7k6k10d9k5k2i1h9d12l12k13i12f7i7l5j9h11g9j10j9l11i13h2k3m8k2j10c11a9a10l1f10k7b7c12i6e9c7e13e5c8a10a9b7h4j4m8c6m1l3l3k3j11h,white
10g3a11h7c11i12k13c2l13i8b13j4e10a11l4a9i8g13a7g7b12a6k7l11k8l7f11c8d9a8e7e1m3l4g7d6f2f11e9d13m10k13h10e2k6j4d5d10c8c7i5a1b1a5e9e4b11m2i8m12m3h9b5i10i11j12d1h7k6c1j4m13f4k12c5m6h5h8j5b10b7h2g2j9c11a5l2m11d2e2d2h5c9j3b1e10d6m3m4h1g2c13d5j13l12j11g12h4c1d6g2a13e11b6e12e3c4f13b3i5k4i10m3g6a3f3d5f1f3e6l10l1k3k2b1l8f5g9g10f8i9l7j12b9m8k8a7a8h11f6i9k10j10h1c12l9f9h12i13g3j13k6d4j4l,white
10g7a11h13d11i10i12j9m13c4m12a9a7g5d8g4i6b2l5e10d9e3h11a8f4l6i7h11j13i8h7l6d8l11g9f9j6m3a7f2k12d9d9b4b5b9i6g1a13b6c6j3c5c3f4c11d8d6e5a2j1i7m2m6h6f2a1b13j2f13g8i1d10a2c12b3d8k11f4e4f11c1e7d13m6a1h2h5h4d11e12e4k10j11k5j5g10e12c4g13a4h1m10f2d10m7k10l11b8b5i2b12h7i13h13f8a2e3e3i2g6l13l1k5k3j4a2i7e9k9l8m12i11l10k12k3l7j7c13k1g4j8e10c10h3m7b6k5m12m1c9h9g12l1l11m13e12f5f9c3b1j1f3k5l3g12g,white
10g6d11h3f11i2k13e1i13i1d1j4j4k12a4i1e3l13f12e9i10b2e10k13c7h1k7g11l8c12m13k5i10l5b6g12f13m12j10m1m11b1g4h9k4a4b3b10i8i9f11e3m4d5a5e13b11a7c10j2j7b7l8m4l3c11j9l1c2l9b6e9g9c6a1f6f3g2b13a3k7i8k4m8d8e2i8f13h4g8a7f6h1b7d6j1l10e9e9j10a7j12k12i9d9a6i12c11c12d10d12b6l5m4c6b7k3a8j8l11g13g2a12l8g3j4f9m11d7e8b11k5c2c5h2g5f2m11m7m1a13l12h6c3d2f2h7a8h6k5j5l11f13j13d3h1h3i2d10c10f4e9h3e12g5k6m,white
10g5h11h5l11i11c13i5f12e5e13b4a5d1l3l9c9b1j4i4h13a4k5m4b5j6l7a4e12d8h10b11k13j4j3d11j4g12c13m11d13c5g4m7j6k8c4l10a12b10k1i6a8b13f7b9i5a10e3h9m8l6d6b9d6f2l3k3i2m2f5i9h3c12m3e7h8e11b7e7l8i6e10j2h13e12g13d12f10m2b12l11m3b1g3j5c3a12h12i8f9l11e11a6j12a1b1c5k7i11f8g8a8m3f1f7k2i6i1h11g1a3g2g6m13g12k12j9f9e9a9k2c6h4d2d10l1e7c4c9j7g1m8j13l1k9g3m8d6c10i2k2e13h6g7f1d5b,black
10g13k11h5e11i13i6e13b12e9b12l3i11a8m1i10a6a5d7a6m1j7c7d11b6f2i2j7f7g3f2f3d9e13j6d9i7h6j9h8a8h9j8l10i2l10b12c11f12d13m6b12k12a1g2d11c8c2e4c10c8d13h7m4i10h6i8i10f10m1a6h1l1k7k10l8k11m4b9f7e4f12b3b9g2a5b5a5h4g4m3g9c3l6c1e13f10d13c8f8g11d6k1m13d7b2h1f11j4h9k11l12f2k3k10k5c12g1d4j6l1h13l10j1c13g12m9m11g3j2g4a8e1b2b4d4k3m12h2m13e10e4e8j12i7i11k11e3e9l7j9d5i5m5l5j5f3a9a5k4l13a7l8b,black
1a13k12m7i13m5e2a13c13b12c13a13d12d9b11b9c11c7e5a8b1b4b4a11m2b3b7d10a3a8f12a4g7a5g7f4e6e8e13l5c7b4f8d2k1m12k2m7j6a5d6d3i5f2i3h4d5i3c2c3k4k4h5k3j1k5j6j4i2j4l3m5l4c3g10d9d6f11e11d8c12b4m6m5m11a10c8a7m9a1d2d2h7h5h3d1c10b2g4j2l6h1j1i3e3f1f1h2e9f9g1g11h12f13e12e13h13g10g12h11j10f10j9j8h12g11i12j12i13j11k9i8j8k9l11l10h12l10m7k8l8m6k8i9h6i1l6g10l9k7l2f9m10k6l3l11g11f10i7c8g,white
1a13k12m7i13m5e2a13c13b12c13a13d12d9b11b9c11c7e5a8b1b4b4a11m2b3b7d10a3a8f12a4g7a5g7f4e6e8e13l5c7b4f8d2k1m12k2m7j6a5d6d3i5f2i3h4d5i3c2c3k4k4h5k3j1k5j6j4i2j4l3m5l4c3g10d9d6f11e11d8c12b4m6m5m11a10c8a7m9a1d2d2h7h5h3d1c10b2g4j2l6h1j1i3e3f1f1h2e9f9g1g11h12f13e12e13h13g10g12h11j10f10j9j8h12g11i12j12i13j11k9i8j8k9l11l10h12l10m7k8l8m6k8i9h6i1l6g10l9k7l2f9m10k6l3l11g11f10i7c8g,white
1a13k12m7i13m5e2a13c13b12c13a13d12d9b11b9c11c7e5a8b1b4b4a11m2b3b7d10a3a8f12a4g7a5g7f4e6e8e13l5c7b4f8d2k1m12k2m7j6a5d6d3i5f2i3h4d5i3c2c3k4k4h5k3j1k5j6j4i2j4l3m5l4c3g10d9d6f11e11d8c12b4m6m5m11a10c8a7m9a1d2d2h7h5h3d1c10b2g4j2l6h1j1i3e3f1f1h2e9f9g1g11h12f13e12e13h13g10g12h11j10f10j9j8h12g11i12j12i13j11k9i8j8k9l11l10h12l10m7k8l8m6k8i9h6i1l6g10l9k7l2f9m10k6l3l11g11f10i7c8g,white
1a13k12m7i13m5e2a13c13b12c13a13d12d9b11b9c11c7e5a8b1b4b4a11m2b3b7d10a3a8f12a4g7a5g7f4e6e8e13l5c7b4f8d2k1m12k2m7j6a5d6d3i5f2i3h4d5i3c2c3k4k4h5k3j1k5j6j4i2j4l3m5l4c3g10d9d6f11e11d8c12b4m6m5m11a10c8a7m9a1d2d2h7h5h3d1c10b2g4j2l6h1j1i3e3f1f1h2e9f9g1g11h12f13e12e13h13g10g12h11j10f10j9j8h12g11i12j12i13j11k9i8j8k9l11l10h12l10m7k8l8m6k8i9h6i1l6g10l9k7l2f9m10k6l3l11g11f10i7c8g,white
1a13k12m7i13m5e2a13c13b12c13a13d12d9b11b9c11c7e5a8b1b4b4a11m2b3b7d10a3a8f12a4g7a5g7f4e6e8e13l5c7b4f8d2k1m12k2m7j6a5d6d3i5f2i3h4d5i3c2c3k4k4h5k3j1k5j6j4i2j4l3m5l4c3g10d9d6f11e11d8c12b4m6m5m11a10c8a7m9a1d2d2h7h5h3d1c10b2g4j2l6h1j1i3e3f1f1h2e9f9g1g11h12f13e12e13h13g10g12h11j10f10j9j8h12g11i12j12i13j11k9i8j8k9l11l10h12l10m7k8l8m6k8i9h6i1l6g10l9k7l2f9m10k6l3l11g11f10i7c8g,white
10k7h8e12i6a6m3i8i2h8j1h9j11k11b9a8b10c13b12f3f2f2g11e4h1j2e1e1g3l9m3k9l13d11l4i7m6i13a13m3c8a7d6d10h4c7e4f12h4j12b12a7b6e2d12g9d8h3a2c8k2j13f10i4b13g6f8m3g5j11c10d8g10f6h12k12j13i6j12d4g5g11h5f3e4d12l3b7l9k11a9g10b12c7k13e11i9h11f10e5m11j1a2m5h2i7g1l2a6l2l7i,black
10k2c6b5m6a9k11j12j2d11m7b7a9a3e4d10l11h5j3i7l9l12b11c6e12d1c7c5d13j4i10h7g4f7d10b5f2k6d3j11l7j8j2i8f3l3f3b2j1m13h7h9f6g5c10e2h3m1e2m5l8m4m12e8i12a7e8h6l9d13e10g1b2e12f7f11b13g8d9h4l7i12m6f9i13d4b5a8k13k1a4j1j1f4a2f12k3h5b6c11k5g10i13m4h13i4k2l6h1h10c11a8c12h8l12i2a2b3g6j1i7m12g6k4e9c8a13c9g5h11i13f5i1k13b11g6i10f13a10j4c3a8e,white
10k5g6c13g12k12b6b8k12c1d11g2f10e4a11f3g4b5j3a7k10c1k5a13m2a4j1l4e4c6f13h6m3c2g1a11h7c9k8a12i12h9l3m13b2c12l2j12a3j9c9b5d6e4d2h3d3e13d1f2d1e1h1m5k4m7d5m9i3i11k7l7g6k9h11m8c2e13f9j9g10h10a5c11a2b7i6a13k11j8i11l10j13j4f10g1j1c9d5e7b8b12e11i13e12m12f11c7f10d9e11b13l12j7m8m5b1g6j1b2k5l3b5f2i1i4g8e4l7j3l4k12g3f13a4i10l8l11e6l5h9m12d11d7h8f2m5i13i3k10f9f6g4h8j3h10m6i8h2l9a8d10i8g7e7a10b,white
10k10f6c6d6b9i8g6j9h3c12f5l3d9f12c3a10e4a4b5k3l13c12d1h2a9c11b1e5d5h2k11k7a4f3i2c1c12b1m13d12h3g4c7e6e11f10c13g13i12g10a10m8l9a4g8f8e4l9d2i10h9m3m10j6g8h11g2d11c12l10b4m11h7k7l6h3e7h1g3h2h1j2m7j8i5j9l12m7b5a13k11m12k10g8j13l7i5f11l9g10i9e5i8k2j7c7m8d6m1a4i9j4h6a13a5e5g1f4d10d2g13b10l1d4e12j9k8b11i5m8m1b8a11e9b6k11j3f2e3b13j1l2l12e8c5c1i1k6f12a6i,black
10k12h6b10c9f10j6c13b12e9m11d1g2f9d8e10e4a12j2h4l4b6e3i12i7e5l8d4g3f12a10b2j3h7m3l3k3m3d4k4c5c7b8j9k11j2c2d13g1f6d4d13f13j13h5d10h2k3b3c9g9a11m12f8f7f1h2m9h1m11a6l2e1c11b8a7k2a1d8i7a1e12g4j9i11i11f6f6j8h8l9l5e6m6k10i13d9e13l13e10f5j5f10m9b9c12d7d1b1a6a8c5h3j12m2l13c5m2b5k4h4m8g4i6h7i12c7g13k5b6i8b5i7c7l7j12b12l10a10l13m9j1j10d11k8k2i8m11g11c11l5a12k11h6g5g1l1k1i13a2g3g3a7h4e11e,black
1a13d13c13k12m3e13m12b12a6b6a9g13a4d12c10b11a5h6c11c10e11e12e13e12d11d10a11f13f8c12f7b9a10g10f8g8f7e7g7f7a9f8a6g10c9h11g8e6e2l6h6i5e3d4b4c4a4e5a2h5g13b8h9i8i9j6f9d8b9k8m3j2j6d7h2m7m9m8j1g2g1i1h3h3g3f3i5f4h2i4i5i13l8k5j11l4j1m1j4f6m1l2k4k3m5m1k6k4l7l4m3l5l5k3k7j7k9l7i2c2b1d1f1e1b3a6l2a1c12g2e5d5c5b2d3b3c,black
1a13d13c13k12m3e13m12b12a6b6a9g13a4d12c10b11a5h6c11c10e11e12e13e12d11d10a11f13f8c12f7b9a10g10f8g8f7e7g7f7a9f8a6g10c9h11g8e6e2l6h6i5e3d4b4c4a4e5a2h5g13b8h9i8i9j6f9d8b9k8m3j2j6d7h2m7m9m8j1g2g1i1h3h3g3f3i5f4h2i4i5i13l8k5j11l4j1m1j4f6m1l2k4k3m5m1k6k4l7l4m3l5l5k3k7j7k9l7i2c2b1d1f1e1b3a6l2a1c12g2e5d5c5b2d3b3c,black
1a13d13c13k12m3e13m12b12a6b6a9g13a4d12c10b11a5h6c11c10e11e12e13e12d11d10a11f13f8c12f7b9a10g10f8g8f7e7g7f7a9f8a6g10c9h11g8e6e2l6h6i5e3d4b4c4a4e5a2h5g13b8h9i8i9j6f9d8b9k8m3j2j6d7h2m7m9m8j1g2g1i1h3h3g3f3i5f4h2i4i5i13l8k5j11l4j1m1j4f6m1l2k4k3m5m1k6k4l7l4m3l5l5k3k7j7k9l7i2c2b1d1f1e1b3a6l2a1c12g2e5d5c5b2d3b3c,black
1a13d13c13k12m3e13m12b12a6b6a9g13a4d12c10b11a5h6c11c10e11e12e13e12d11d10a11f13f8c12f7b9a10g10f8g8f7e7g7f7a9f8a6g10c9h11g8e6e2l6h6i5e3d4b4c4a4e5a2h5g13b8h9i8i9j6f9d8b9k8m3j2j6d7h2m7m9m8j1g2g1i1h3h3g3f3i5f4h2i4i5i13l8k5j11l4j1m1j4f6m1l2k4k3m5m1k6k4l7l4m3l5l5k3k7j7k9l7i2c2b1d1f1e1b3a6l2a1c12g2e5d5c5b2d3b3c,black
1a13d13c13k12m3e13m12b12a6b6a9g13a4d12c10b11a5h6c11c10e11e12e13e12d11d10a11f13f8c12f7b9a10g10f8g8f7e7g7f7a9f8a6g10c9h11g8e6e2l6h6i5e3d4b4c4a4e5a2h5g13b8h9i8i9j6f9d8b9k8m3j2j6d7h2m7m9m8j1g2g1i1h3h3g3f3i5f4h2i4i5i13l8k5j11l4j1m1j4f6m1l2k4k3m5m1k6k4l7l4m3l5l5k3k7j7k9l7i2c2b1d1f1e1b3a6l2a1c12g2e5d5c5b2d3b3c,black
6a10k12c9a10a12f4g4m11a2m3d11f6g5a7h2l3e10e6f12i1i2g1h2b13f6c12e2a10g3k6d8b4a1m2c9g11h5m4b7c1l13l7d13a13c2j2i3j3m7a7e8h5d13g7g13d10c12m8a12j9e4k4f11l5h4h5b5k13m7l7m1j13e7f8g5i9b6i6m2d1d8c4l3h1e11j3f6k6l11g5l1k11i8k5j8i7j5c10h6h7i13i9m2e7k8e5e11d11c1f9f12a9c10f1g12l2h10d11m11k12b12g2k4c8d2f7b12h12d9h10j10m4j8m6j8j3i10l9j4i5g4e4d9k13b13j13h10b11b6b8f3l1b3b1a11e9d12k3a8l13k9i10i5f3g,black
6a2k12c12e12f13i6c4g11a10l13g12m10a5k4h3h1h9j12g6l3k5g7c2e1b10d1a13h12b2g3g10e9k7m11j4i5h1f13m2a4k13j4j10k5l7j8j2d7i5c6m4m1k11c11b12d13d2h13a13f12j7e13c10h8e2m10c2j2f5a1d8l1i3f7a7f8d11h7g6f11g8k3b9h2b10m11l4e2c6k3d10b9c7h1e13e9g5e3e4d5d2i4f3j6g12h12l9f8f9b7b12a8h6j4a10g11f13b9d1m5m7k10j9a3a10i9i5b5f8c1l13k12k8g8m11e10f3l4l12i8i11i13l7l11k2l,white
